id,video_id,text,likes,date,n_words,has_kyrgyz_letters,cyrillic_ratio,label,matched_keywords,matched_categories,label_prior
UgxgH-AjkY7hGMsoiP14AaABAg,bXQ7pHLuXSc,Азаттык чагымчы кимдин заказы кыргызтандагы олигахтардын аташтын дуйносун тарт же киришпегиле америка азаттык укбайбыз мусурмандарды кырып байлыгына нефтьге коз артып согуш ачып жатат эмне учун тартып корсотбойсунор баскынчылар саясатынар тетири,0,1558483200,30,0,1.0,,,,likely_non_hate
UgznMy4BZVq51N7uBC94AaABAg,9SK6boOSZX0,"Узбеки из Афганистан 🏳️🇦🇫 с вами🇹🇯🦁 Только перёд. Пуст Турция лезит😂, потом мы разбираемся, кождого резить будим .Иншаалах Третий конфликт будить, киргизи вас потом не кто не спосёт.🇦🇫🏳️🇹🇯✊",0,1716336000,28,0,1.0,,,,likely_non_hate
Ugzu13AB-qh7WyKwjsp4AaABAg,8W94yWJHw6A,Атазовту да киргизип койгула тез это приказ,0,1716336000,7,0,1.0,,,,likely_non_hate
UgyZOmkP2dxHnwHDmnB4AaABAg,rcF3WelvY18,Жабылсын мындай жаштарга керек эмес тундосу эмне бар клупта кыз балага айрыкча,1,1753142400,12,0,1.0,,,,likely_non_hate
Ugy0OpjauxFLzLPrqeZ4AaABAg,HeGfRTka3TQ,Урматтуу азаттык эгер ушунчалык эле акыйкат болсоңор эмнеге кыздардын көбү ачык эле тамеки тартып калышты эмнеге оозго алгыс сөздөр менен сөгүнүп калышты эмнеге спирт ичимдиктерин ичип алып күч органдарынын өкүлдөрүн кууп жүрүшөт (кайгуул тв) карап көргүлө. Кыздар бузулуп бара жатат. Ушул көйгөйдү көтөрүп чыккыла да,0,1621641600,45,1,1.0,,,,likely_non_hate
UgxMp5GNSj1WlttgCe54AaABAg,GE9a-UY4I7E,"Кайран ТЕКЕБАЕВ сага боштондук ЧЫГЫП КЫРГЫЗ ЭЛИНЕ АЖОО БОЛСОҢ СОНУН БОЛБОЙТ БЕЛЕ'"":",25,1558483200,12,1,1.0,,,,likely_non_hate
UgzxpGPuDgiEZXhOivF4AaABAg,GE9a-UY4I7E,"Чартердик рейс менен учуп жатпайбы?! Атамбаев ошондой нерсени билбей калмак беле?! Анын устуно, неге ким бошоткону иликтенбеди!!?? Эч кимди иштен албаганы... Премьер министр да, билген Атамбаев да соттолуш кк",0,1621641600,29,0,1.0,,,,likely_non_hate
Ugxa7OcfAXGt8RVf2yN4AaABAg,9SK6boOSZX0,Жоопко ким тартат буларды?Же жоопсуз азатыкта жүрө беришеби?,0,1684713600,8,1,1.0,,,,likely_non_hate
UgzqXymssWwfqSODDH14AaABAg,rcF3WelvY18,Жолукчан ашиналар кальянды бердирип атат,0,1753142400,5,0,1.0,,,,likely_non_hate
Ugxu5_50VLRR_DKolzR4AaABAg,9SK6boOSZX0,Братья Тожики! Кыргызстан миролюбивая страна напали вы а не мы.,0,1716336000,10,0,1.0,,,,likely_non_hate
UgyevQe-TPCTR-j304t4AaABAg,iM4S3PDEGDg,"Акылыңар барбы. Жиргентипбегилечи. Анын моуйну эмне темирден бекен. Өлтуробүздегендер чоң бычак менен тилалбай. Бензопила таппай калган окшойт, көрсө мойнуну динозаврдвкындай экен. Аны чынында эле жоготобуз десе ошондо эле жоготмок. Эки достун эки сөзү эмес баш кайрыгансайын башка сөздөрү даяр. Переобуваются на бегу. Афера, живем пока при аферистах бакиевских",0,1769040000,48,1,1.0,,,,likely_non_hate
Ugwat3SNM9nlQLtqriZ4AaABAg,rcF3WelvY18,"Клубтарды жапбай эле,когушторду кармап,элдин козунчо жазалаш керек(мыйзам жоктугуна байланыштуу)Клубтарга чон олчомдо штраф салсын!",2,1753142400,13,0,1.0,,,,likely_non_hate
Ugz8RhjvtZVffKPZ-1t4AaABAg,MzmJyHQlS5Y,Ошол маркум улан эгизбаевдин аялына матраимовдордон акча алып бериш керек☝️ Аллах дын алдында кантип жооп берет экенсинер матраимовдор ?,0,1716336000,19,0,1.0,,,,likely_non_hate
UgwV7kHtbAZqaOiGBA54AaABAg,8W94yWJHw6A,Арамзанын көт жалагычтарын өлүм жазасына тартуу керек. Өлкөнү ушулар тоноп жүргөн,1,1716336000,11,1,1.0,,,,likely_non_hate
Ugz4oggPwl0zEa17Kyp4AaABAg,bXQ7pHLuXSc,Бул канкорлор неге тируу журот оо элим бизде акыйкатчылык болобу,0,1621641600,10,0,1.0,,,,likely_non_hate
Ugxu11AlEjNjqtNVvmp4AaABAg,KSVY5SRkfn8,"Президентибизге Алла Таала күч берсин, сынбасын, чынчылдык берсин. Оомийин🤲",0,1771718400,9,1,1.0,,,,likely_non_hate
Ugz1OY8EKQ2cAUkJK7F4AaABAg,8W94yWJHw6A,"Нариматова, Орунбековдор да Кетсин!",0,1716336000,4,0,1.0,,,,likely_non_hate
UgziLSXeBO3ftlDLWiR4AaABAg,8W94yWJHw6A,Эн бай конкурентти ыргытты.,0,1716336000,4,0,1.0,,,,likely_non_hate
UgyjGC-pzP7Bq9nFIeF4AaABAg,9SK6boOSZX0,Персы не мусулиане,0,1747872000,3,0,1.0,,,,likely_non_hate
UgwIeTTmzpptKz9Bb3J4AaABAg,GE9a-UY4I7E,ФЕЛИКС КУЛОВ ЧЫГАРГАНЫ АЙДАН АЧЫК ЭЛЕ БИЛИНИП ТУРБАЙБЫ.,0,1621641600,8,0,1.0,,,,likely_non_hate
UgxXPvr_OXHLkXKr2Dd4AaABAg,GE9a-UY4I7E,"Бир жылдаг бою,Баткукаев деп келесинер? Кыргыз елинин жашоосун унутупда коюштуго чиновниктер ,дээги качан ойлоносунар,жа качан айгоносунар остоогфироллох.😥😥😥",0,1590105600,17,0,1.0,,,,likely_non_hate
UgygQTZCs6HL0bKZHBF4AaABAg,MzmJyHQlS5Y,Бабановтун Кыргыз элине чон пайда келтиргенин баалаш керек.Раим Кыргызстанды тоноп келген.,0,1716336000,11,0,1.0,,,,likely_non_hate
Ugx-BQ8xTvLN-5hNG2J4AaABAg,bXQ7pHLuXSc,Макул Максим уурдаган акчаны кайтарып алсын Кыргызстан дейли. Бирок ал акчаны кайра эле биздин жеп тойбосторубуздун чонтогуно тушот.,0,1621641600,18,0,1.0,,,,likely_non_hate
UgwoZDYA-kz0VFVEvHJ4AaABAg,8W94yWJHw6A,Казино адалдар да жок болуш керек,0,1716336000,6,0,1.0,,,,likely_non_hate
Ugx87M52PI6ibz5cfKB4AaABAg,MzmJyHQlS5Y,Матраимов куноолу! Азаттык душмандар!,6,1716336000,4,0,1.0,,,,likely_non_hate
UgxhMoi4av53jdtKhtV4AaABAg,GE9a-UY4I7E,"Батукаевтен ото коп доллар алдынарго,болуштунор,ошону ачык айта албай жаман кыйналдынарго,создун кыскасы АША паланча миллион доллар алып чыгарды деп кесе айта албай жаман кыйналдынарда,уят эле болдунар,асылып эле олсонор туура болмок.",0,1747872000,29,0,1.0,,,,likely_non_hate
Ugw0esaHsvbALzpc3Yp4AaABAg,rcF3WelvY18,"Эки инспекторду тезинен иштен алыш керек, кайдыгер карап койберип жиберди уважаемый у вас есть паспорта деп суйролот отделге камап койсо болбойбу",0,1755820800,21,0,1.0,,,,likely_non_hate
